flow_id,anomaly_score
normal_1bisr_flows_flow_225,-0.45396356424163287
normal_1bisr_flows_flow_2527,1.7968823808612626
normal_1bisr_flows_flow_1486,-0.6802132222151158
normal_1bisr_flows_flow_1773,-4.389630431665751
normal_1bisr_flows_flow_1452,1.6267592398469048
normal_1bisr_flows_flow_2058,-0.5870308792204355
normal_1bisr_flows_flow_2794,1.8945876645719864
normal_1bisr_flows_flow_704,2.0838518255591225
normal_1bisr_flows_flow_1641,0.8111073327253848
normal_1bisr_flows_flow_532,1.0716120748884634
normal_1bisr_flows_flow_1735,1.0934758519263994
normal_1bisr_flows_flow_2106,0.27547420797301925
normal_1bisr_flows_flow_1131,0.5146339834145408
normal_1bisr_flows_flow_45,1.5163184278902406
normal_1bisr_flows_flow_1577,0.26159026609144576
normal_1bisr_flows_flow_967,-0.1250849088247037
normal_1bisr_flows_flow_2152,0.7980631249267844
normal_1bisr_flows_flow_515,1.9236992667950972
normal_1bisr_flows_flow_1460,1.6119210596436062
normal_1bisr_flows_flow_569,-0.9551162728470217
normal_1bisr_flows_flow_857,2.3923762591754496
normal_1bisr_flows_flow_489,1.6808050946050344
normal_1bisr_flows_flow_483,1.1248879410423456
normal_1bisr_flows_flow_792,-18.034927683397484
normal_1bisr_flows_flow_1860,1.9020119619349316
normal_1bisr_flows_flow_2647,-0.5191742881156642
normal_1bisr_flows_flow_1504,1.275464978513071
normal_1bisr_flows_flow_1502,1.1805433057640187
normal_1bisr_flows_flow_113,0.7574780235139826
normal_1bisr_flows_flow_2756,-2.515113494798186
normal_1bisr_flows_flow_1817,0.525234203362487
normal_1bisr_flows_flow_1509,1.8544381716146177
normal_1bisr_flows_flow_1053,1.4279479204851953
normal_1bisr_flows_flow_1229,1.8618270385493645
normal_1bisr_flows_flow_47,1.5133324926160299
normal_1bisr_flows_flow_205,1.968054871817941
normal_1bisr_flows_flow_2475,1.1551882843917838
normal_1bisr_flows_flow_2750,-0.16346628199039515
normal_1bisr_flows_flow_1724,-0.2605240281000931
normal_1bisr_flows_flow_720,2.130643344128231
normal_1bisr_flows_flow_1588,0.9770231033030541
normal_1bisr_flows_flow_697,-0.675328640806697
normal_1bisr_flows_flow_1032,1.7272300782204582
normal_1bisr_flows_flow_2051,-1.4921100442745399
normal_1bisr_flows_flow_1681,1.108094049414433
normal_1bisr_flows_flow_1003,2.300333211306622
normal_1bisr_flows_flow_2108,2.1658041289640266
normal_1bisr_flows_flow_837,-0.20626706144375362
normal_1bisr_flows_flow_33,1.195744533035878
