flow_id,anomaly_score
normal_1bisr_flows_flow_225,0.020793068071182187
normal_1bisr_flows_flow_2527,0.008818218437998526
normal_1bisr_flows_flow_1486,0.01834227533278361
normal_1bisr_flows_flow_1773,0.0054113645039497674
normal_1bisr_flows_flow_1452,0.008590908338122285
normal_1bisr_flows_flow_2058,0.007334287738003846
normal_1bisr_flows_flow_2794,0.004028398232769745
normal_1bisr_flows_flow_704,0.003995536741530602
normal_1bisr_flows_flow_1641,0.024013882534908406
normal_1bisr_flows_flow_532,0.014172084915263106
normal_1bisr_flows_flow_1735,0.007584573301426205
normal_1bisr_flows_flow_2106,0.01736920867965692
normal_1bisr_flows_flow_1131,0.013822993079085761
normal_1bisr_flows_flow_45,0.009087572261885134
normal_1bisr_flows_flow_1577,0.012409295253829408
normal_1bisr_flows_flow_967,0.009590554738447781
normal_1bisr_flows_flow_2152,0.02132041485919023
normal_1bisr_flows_flow_515,0.006608384250458135
normal_1bisr_flows_flow_1460,0.009708938393664115
normal_1bisr_flows_flow_569,0.010887217915053956
normal_1bisr_flows_flow_857,0.0036790913009173494
normal_1bisr_flows_flow_489,0.012062304460059573
normal_1bisr_flows_flow_483,0.005220085244592977
normal_1bisr_flows_flow_792,0.000775099845493699
normal_1bisr_flows_flow_1860,0.0059992371453421196
normal_1bisr_flows_flow_2647,0.008140944851411577
normal_1bisr_flows_flow_1504,0.007150199489139247
normal_1bisr_flows_flow_1502,0.012426601720865307
normal_1bisr_flows_flow_113,0.007250593540648506
normal_1bisr_flows_flow_2756,0.014134380526835057
normal_1bisr_flows_flow_1817,0.015462285574783623
normal_1bisr_flows_flow_1509,0.006303649245524311
normal_1bisr_flows_flow_1053,0.006673091607010535
normal_1bisr_flows_flow_1229,0.006599515158899413
normal_1bisr_flows_flow_47,0.008844009982312512
normal_1bisr_flows_flow_205,0.007329980097112932
normal_1bisr_flows_flow_2475,0.006674389943278011
normal_1bisr_flows_flow_2750,0.006365269795518612
normal_1bisr_flows_flow_1724,0.01885486880667879
normal_1bisr_flows_flow_720,0.0037659634997867474
normal_1bisr_flows_flow_1588,0.01865275293959646
normal_1bisr_flows_flow_697,0.014308786535984866
normal_1bisr_flows_flow_1032,0.010007881983028911
normal_1bisr_flows_flow_2051,0.031716595193905815
normal_1bisr_flows_flow_1681,0.00846453253610026
normal_1bisr_flows_flow_1003,0.0026242690399588997
normal_1bisr_flows_flow_2108,0.0047683882974339595
normal_1bisr_flows_flow_837,0.01072385028691949
normal_1bisr_flows_flow_33,0.012553549564308578
normal_1bisr_flows_flow_537,0.010607829188817305
normal_1bisr_flows_flow_52,0.021912689374445876
normal_1bisr_flows_flow_2310,0.007748099339223641
normal_1bisr_flows_flow_977,0.009150616143975316
normal_1bisr_flows_flow_1741,0.003542197222578381
normal_1bisr_flows_flow_599,0.008426263405721264
normal_1bisr_flows_flow_909,0.0063388707920253905
normal_1bisr_flows_flow_108,0.007339867770123442
normal_1bisr_flows_flow_2301,0.009794233868849412
normal_1bisr_flows_flow_993,0.009291911769594183
normal_1bisr_flows_flow_1823,0.0090764281263519
normal_1bisr_flows_flow_1751,0.013620778223508908
normal_1bisr_flows_flow_369,0.01720114164690453
normal_1bisr_flows_flow_975,0.010369144689658652
normal_1bisr_flows_flow_1462,0.006611502958707794
normal_1bisr_flows_flow_1152,0.026252882260280205
normal_1bisr_flows_flow_1065,0.005662078869973011
normal_1bisr_flows_flow_1557,0.003941921621253272
normal_1bisr_flows_flow_1025,0.006310277688018622
normal_1bisr_flows_flow_101,0.015312105392371876
normal_1bisr_flows_flow_2220,0.009493718465988125
normal_1bisr_flows_flow_112,0.010266907159470425
normal_1bisr_flows_flow_2111,0.010964547860281509
normal_1bisr_flows_flow_1565,0.013713372738166692
normal_1bisr_flows_flow_356,0.019576686574541775
normal_1bisr_flows_flow_1236,0.003475155529206557
normal_1bisr_flows_flow_2295,0.009023006963640954
normal_1bisr_flows_flow_812,0.00820541844387202
normal_1bisr_flows_flow_755,0.00286740595334088
normal_1bisr_flows_flow_632,0.006949312771575076
normal_1bisr_flows_flow_2491,0.021132092395642853
normal_1bisr_flows_flow_782,0.0030761179673500167
normal_1bisr_flows_flow_1625,0.010924464149083381
normal_1bisr_flows_flow_160,0.015920996815450675
normal_1bisr_flows_flow_530,0.007699545799431969
