flow_id,anomaly_score
normal_1bisr_flows_flow_225,0.021644032739442685
normal_1bisr_flows_flow_2527,0.014181410009422525
normal_1bisr_flows_flow_1486,0.02171093313123293
normal_1bisr_flows_flow_1773,0.01420886855775457
normal_1bisr_flows_flow_1452,0.011405316126520994
normal_1bisr_flows_flow_2058,0.009079785668703858
normal_1bisr_flows_flow_2794,0.010125927136131349
normal_1bisr_flows_flow_704,0.013160545149383328
normal_1bisr_flows_flow_1641,0.011797635406995655
normal_1bisr_flows_flow_532,0.010259943352980928
normal_1bisr_flows_flow_1735,0.009694814524090005
normal_1bisr_flows_flow_2106,0.010308715416526412
normal_1bisr_flows_flow_1131,0.017505666133845476
normal_1bisr_flows_flow_45,0.012396529001005662
normal_1bisr_flows_flow_1577,0.018615024317286514
normal_1bisr_flows_flow_967,0.019747393555783893
normal_1bisr_flows_flow_2152,0.015432335171351893
normal_1bisr_flows_flow_515,0.009601411815431731
normal_1bisr_flows_flow_1460,0.009796627683085986
normal_1bisr_flows_flow_569,0.02016878994068304
normal_1bisr_flows_flow_857,0.01138308062467711
normal_1bisr_flows_flow_489,0.011225055422082323
normal_1bisr_flows_flow_483,0.011246236145033702
normal_1bisr_flows_flow_792,0.033018277177880695
normal_1bisr_flows_flow_1860,0.008967774813358032
normal_1bisr_flows_flow_2647,0.010679442336741047
normal_1bisr_flows_flow_1504,0.012596524348068691
normal_1bisr_flows_flow_1502,0.010191953279236412
normal_1bisr_flows_flow_113,0.014255510082543124
normal_1bisr_flows_flow_2756,0.019595928266943292
normal_1bisr_flows_flow_1817,0.012281835789747429
normal_1bisr_flows_flow_1509,0.011835478327495083
normal_1bisr_flows_flow_1053,0.009029792310063425
normal_1bisr_flows_flow_1229,0.011446847495129885
normal_1bisr_flows_flow_47,0.011129796878652988
normal_1bisr_flows_flow_205,0.014791893242744575
normal_1bisr_flows_flow_2475,0.010832927672083766
normal_1bisr_flows_flow_2750,0.00993115292013392
normal_1bisr_flows_flow_1724,0.01984718209183883
normal_1bisr_flows_flow_720,0.013475801647949008
normal_1bisr_flows_flow_1588,0.015074090851389327
normal_1bisr_flows_flow_697,0.0169431814865924
normal_1bisr_flows_flow_1032,0.00973213247397591
normal_1bisr_flows_flow_2051,0.02057058446928987
normal_1bisr_flows_flow_1681,0.011049455368211931
normal_1bisr_flows_flow_1003,0.012230485246287452
normal_1bisr_flows_flow_2108,0.011860019085019722
normal_1bisr_flows_flow_837,0.018683270352421143
normal_1bisr_flows_flow_33,0.009283486932886756
normal_1bisr_flows_flow_537,0.01727549981725758
normal_1bisr_flows_flow_52,0.019795261070087205
normal_1bisr_flows_flow_2310,0.009658654329820163
normal_1bisr_flows_flow_977,0.013869911073505471
